movie,cast,Role
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Lynn Redgrave,actor
Eve's Bayou ,Diahann Carroll,actor
Evil Dead ,Ellen Sandweiss,actor
Evil Dead II ,Kassie Wesley DePaiva,actor
Evita ,Peter Polycarpou,actor
Evolution ,Julie-Marie Parmentier,actor
Ex Machina ,Corey Johnson,actor
Exam ,Pollyanna McIntosh,actor
Excessive Force ,Thomas Ian Griffith,actor
Executive Decision ,J.T. Walsh,actor
Exeter ,Lindsay MacDonald,actor
Exiled ,Josie Ho,actor
eXistenZ ,Callum Rennie,actor
Exit Wounds ,Bruce McGill,actor
Exodus: Gods and Kings ,Ben Mendelsohn,actor
Exodus: Gods and Kings ,Ben Mendelsohn,actor
Exorcist II: The Heretic ,Ned Beatty,actor
Exorcist: The Beginning ,Izabella Scorupco,actor
Exotica ,Sarah Polley,actor
Extract ,Clifton Collins Jr.,actor
Extraordinary Measures ,Alan Ruck,actor
Extreme Measures ,Bill Nunn,actor
Extreme Movie ,Vanessa Lee Chester,actor
Extreme Ops ,Rupert Graves,actor
Extremely Loud & Incredibly Close ,Stephen Henderson,actor
Eye for an Eye ,Philip Baker Hall,actor
Eye of the Beholder ,Genevi?ve Bujold,actor
Eye of the Dolphin ,George Harris,actor
Eye See You ,Charles S. Dutton,actor
Eyes Wide Shut ,Sydney Pollack,actor
F.I.S.T. ,Rod Steiger,actor
Fabled ,Desmond Askew,actor
Face/Off ,Joan Allen,actor
Facing the Giants ,Shannen Fields,actor
Factory Girl ,Beth Grant,actor
Fahrenheit 9/11 ,Ricky Martin,actor
Failure to Launch ,Zooey Deschanel,actor
Fair Game ,Brooke Smith,actor
Faith Connections ,Shriman Umeshanad Brahmachari,actor
Faith Like Potatoes ,Jeanne Neilson,actor
Faithful ,Paul Mazursky,actor
Falcon Rising ,Lateef Crowder,actor
Fame ,Megan Mullally,actor
Family Plot ,William Devane,actor
Fantasia ,,actor
Fantasia 2000 ,Russi Taylor,actor
Fantastic 4: Rise of the Silver Surfer ,Andre Braugher,actor
Fantastic Four ,Tim Heidecker,actor
Fantastic Four ,Tim Heidecker,actor
Fantastic Mr. Fox ,Helen McCrory,actor
Far from Heaven ,Michael Gaston,actor
Far from Men ,?ngela Molina,actor
Farce of the Penguins ,Jim Belushi,actor
Fargo             ,Oliver Platt,actor
Fascination ,Alice Evans,actor
Fast Five ,Dwayne Johnson,actor
Fast Times at Ridgemont High ,Vincent Schiavelli,actor
Faster ,Mike Epps,actor
Fat Albert ,Alice Greczyn,actor
"Fat, Sick & Nearly Dead ",Amy Badberg,actor
Fatal Attraction ,Anne Archer,actor
Fateless ,B?lint P?ntek,actor
Fear and Loathing in Las Vegas ,Ellen Barkin,actor
Fear Clinic ,Fiona Dourif,actor
Feardotcom ,Udo Kier,actor
Feast ,Henry Rollins,actor
Felicia's Journey ,Gerard McSorley,actor
Femme Fatale ,Rie Rasmussen,actor
Fetching Cody ,Kyla Wise,actor
Fever Pitch ,Ione Skye,actor
Fiddler on the Roof ,Rosalind Harris,actor
Fido ,Kesun Loder,actor
Fifty Dead Men Walking ,Michael McElhatton,actor
Fifty Shades of Black ,Russell Peters,actor
Fifty Shades of Grey ,Callum Rennie,actor
Fight Club ,Eugenie Bondurant,actor
Fight to the Finish ,Vincent De Paul,actor
Fight Valley ,Cabrina Collesides,actor
Fighting Tommy Riley ,Christina Chambers,actor
Filly Brown ,Jorge Diaz,actor
Final Destination ,Kerr Smith,actor
Final Destination 2 ,Keegan Connor Tracy,actor
Final Destination 3 ,Crystal Lowe,actor
Final Destination 5 ,Courtney B. Vance,actor
Final Fantasy: The Spirits Within ,Jean Simmons,actor
Find Me Guilty ,Alex Rocco,actor
Finding Forrester ,Michael Nouri,actor
Finding Nemo ,Brad Garrett,actor
Finding Neverland ,Kelly Macdonald,actor
Finishing the Game: The Search for a New Bruce Lee ,Joe McQueen,actor
Fired Up             ,Sharon Lawrence,actor
Firefox ,Kenneth Colley,actor
Fireproof ,Erin Bethea,actor
Firestarter ,David Keith,actor
Firestorm ,Terence Yin,actor
Firewall ,Mary Lynn Rajskub,actor
First Blood ,Chris Mulkey,actor
First Blood ,Chris Mulkey,actor
First Knight ,John Gielgud,actor
"First Love, Last Rites ",Natasha Gregson Wagner,actor
Fish Tank ,Jason Maza,actor
Fiza ,Jaya Bhaduri,actor
Flags of Our Fathers ,Tom McCarthy,actor
Flame and Citron ,Christian Berkel,actor
Flash Gordon ,Sam J. Jones,actor
Flash of Genius ,Victoria Learn,actor
Flashdance ,Lee Ving,actor
Flatliners ,Hope Davis,actor
Flawless ,Chris Bauer,actor
Fled ,Will Patton,actor
Flicka ,Tim McGraw,actor
Flight ,Nadine Velazquez,actor
Flight of the Intruder ,Christopher Rich,actor
Flight of the Phoenix ,Miranda Otto,actor
Flightplan ,Haley Ramm,actor
Flipped ,Aidan Quinn,actor
Flipper ,Jessica Wesson,actor
Flirting with Disaster ,David Patrick Kelly,actor
Florence Foster Jenkins ,John Sessions,actor
Flubber ,Sam Lloyd,actor
Flushed Away ,David Suchet,actor
Flyboys ,Philip Winchester,actor
Flying By ,Katie Leclerc,actor
Flywheel ,Janet Lee Dapper,actor
Focus ,Gerald McRaney,actor
Food Chains ,Eve Ensler,actor
"Food, Inc. ",Barbara Kowalcyk,actor
Foodfight! ,Harvey Fierstein,actor
Foolish ,Marla Gibbs,actor
Fool's Gold ,Alexis Dziena,actor
Footloose ,Lori Singer,actor
Footloose ,Lori Singer,actor
"For a Good Time, Call... ",Nia Vardalos,actor
For Colored Girls ,Kimberly Elise,actor
For Greater Glory: The True Story of Cristiada ,Catalina Sandino Moreno,actor
For Love of the Game ,Carmine Giovinazzo,actor
For Your Consideration ,Ed Begley Jr.,actor
For Your Eyes Only ,Desmond Llewelyn,actor
Force 10 from Navarone ,Franco Nero,actor
Forget Me Not ,Christopher Atkins,actor
Forgetting Sarah Marshall ,Maria Thayer,actor
Formula 51 ,Paul Barber,actor
Forrest Gump ,Sam Anderson,actor
Forsaken ,Michael Wincott,actor
Forsaken ,Michael Wincott,actor
Fort McCoy ,Brendan Fehr,actor
Fortress ,Clifton Collins Jr.,actor
Forty Shades of Blue ,Darren E. Burrows,actor
Four Brothers ,Fionnula Flanagan,actor
Four Christmases ,Katy Mixon,actor
Four Lions ,Alex Macqueen,actor
Four Rooms ,Lili Taylor,actor
Four Single Fathers ,Salvatore Santone,actor
Four Weddings and a Funeral ,Simon Callow,actor
Frailty ,Matt O'Leary,actor
Frances Ha ,Vanessa Ray,actor
Frankenweenie ,Atticus Shaffer,actor
Frat Party ,Alicia Ziegler,actor
Freakonomics ,Tempestt Bledsoe,actor
Freaky Deaky ,Bill Duke,actor
Freaky Friday ,Willie Garson,actor
Freddy Got Fingered ,Eddie Kaye Thomas,actor
Freddy vs. Jason ,Zack Ward,actor
Freddy's Dead: The Final Nightmare ,Yaphet Kotto,actor
Free Birds ,Dan Fogler,actor
Free State of Jones ,Jessica Collins,actor
Free Style ,Sandra Echeverr?a,actor
Freedom ,Bart Shatto,actor
Freedom Writers ,Imelda Staunton,actor
Freeheld ,Luke Grimes,actor
Freeway ,Robert Peters,actor
Freeze Frame ,Ian McNeice,actor
Frenzy ,Clive Swift,actor
Frequency ,Noah Emmerich,actor
Frida ,Valeria Golino,actor
Friday ,Tony Cox,actor
Friday After Next ,Katt Williams,actor
Friday Night Lights             ,Scott Porter,actor
Friday the 13th Part 2 ,Amy Steel,actor
Friday the 13th Part III ,Catherine Parks,actor
Friday the 13th Part VII: The New Blood ,William Butler,actor
Friday the 13th Part VIII: Jason Takes Manhattan ,Scott Reeves,actor
Friday the 13th: A New Beginning ,Dominick Brascia,actor
Friday the 13th: The Final Chapter ,Kimberly Beck,actor
Friends with Benefits ,Masi Oka,actor
Friends with Money ,Jake Cherry,actor
Fright Night ,Sandra Vergara,actor
From a Whisper to a Scream ,Susan Tyrrell,actor
From Dusk Till Dawn ,Cheech Marin,actor
From Hell ,Ian Richardson,actor
From Hell ,Ian Richardson,actor
From Here to Eternity ,Deborah Kerr,actor
From Justin to Kelly ,Brian Dietzen,actor
From Paris with Love ,Rebecca Dayan,actor
From Russia with Love ,Lois Maxwell,actor
Frost/Nixon ,Oliver Platt,actor
Frozen ,Livvy Stubenrauch,actor
Frozen River ,Misty Upham,actor
Fruitvale Station ,Ariana Neal,actor
Fuel ,George W. Bush,actor
Fugly ,Dimple Kapadia,actor
Full Frontal ,Blair Underwood,actor
Fun Size ,Osric Chau,actor
Fun with Dick and Jane ,David Herman,actor
Funny Games ,Brady Corbet,actor
Funny Ha Ha ,Justin Rice,actor
Funny People ,Maude Apatow,actor
Fur: An Imaginary Portrait of Diane Arbus ,Matt Servitto,actor
Furious 7 ,Vin Diesel,actor
Furry Vengeance ,Matt Prokop,actor
Fury ,Jim Parrack,actor
Futuro Beach ,Jesu?ta Barbosa,actor
G.I. Jane ,John Michael Higgins,actor
G.I. Joe: Retaliation ,Elodie Yung,actor
G.I. Joe: The Rise of Cobra ,Leo Howard,actor
Gabriela ,Joffre Soares,actor
Galaxina ,Angelo Rossitto,actor
Galaxy Quest ,Robin Sachs,actor
Gamer ,Alison Lohman,actor
Gandhi ,John Gielgud,actor
"Gandhi, My Father ",Darshan Jariwala,actor
Gangs of New York ,Jim Broadbent,actor
Gangster Squad ,Wade Williams,actor
Gangster's Paradise: Jerusalema ,Robert Hobbs,actor
Garden State ,Jill Flint,actor
Garfield ,Michael Monks,actor
Garfield 2 ,Ben Falcone,actor
Gattaca ,Mason Gamble,actor
Gentleman's Agreement ,John Garfield,actor
Gentlemen Broncos ,H?ctor Jim?nez,actor
George and the Dragon ,Simon Callow,actor
George of the Jungle ,Holland Taylor,actor
George Washington ,Damian Jewan Lee,actor
Georgia Rule ,Jane Fonda,actor
Gerry ,,actor
Get Carter ,Lauren Lee Smith,actor
Get Hard ,Craig T. Nelson,actor
Get Him to the Greek ,Lino Facioli,actor
Get Low ,Bill Cobbs,actor
Get on the Bus ,Andre Braugher,actor
Get on Up ,Aunjanue Ellis,actor
Get Over It ,Carmen Electra,actor
Get Real             ,Debrah Farentino,actor
Get Rich or Die Tryin' ,Marc John Jefferies,actor
Get Shorty ,Jon Gries,actor
Get Smart ,Anne Hathaway,actor
Getaway ,Bruce Payne,actor
Gettysburg ,James Patrick Stuart,actor
G-Force ,Niecy Nash,actor
Ghost ,Phil Leeds,actor
Ghost Dog: The Way of the Samurai ,Richard Portnow,actor
Ghost Hunters             ,Jason Hawes,actor
Ghost Rider ,Peter Fonda,actor
Ghost Rider: Spirit of Vengeance ,Christopher Lambert,actor
Ghost Ship ,Francesca Rettondini,actor
Ghost Town ,Jordan Carlos,actor
Ghost World ,T.J. Thyne,actor
Ghostbusters ,Zach Woods,actor
Ghostbusters ,Zach Woods,actor
Ghosts of Mars ,Natasha Henstridge,actor
Ghosts of Mississippi ,Craig T. Nelson,actor
Gigli ,David Backus,actor
Girl 6 ,Gretchen Mol,actor
Girl House ,Chasty Ballesteros,actor
Girl with a Pearl Earring ,Tom Wilkinson,actor
"Girl, Interrupted ",Vanessa Redgrave,actor
Girls Gone Dead ,Al Sapienza,actor
Give Me Shelter ,Elaine Hendrix,actor
Gladiator ,Oliver Reed,actor
Glee: The 3D Concert Movie ,Kevin McHale,actor
Glengarry Glen Ross ,Jude Ciccolella,actor
Glitter ,Valarie Pettiford,actor
Glory ,Matthew Broderick,actor
Glory ,Matthew Broderick,actor
Glory Road ,Derek Luke,actor
Go ,Scott Wolf,actor
Go for It! ,Rene Rosado,actor
Goal! The Dream Begins ,Stephen Dillane,actor
Goddess of Love ,Alexis Kendra,actor
Gods and Generals ,John Castle,actor
Gods and Monsters ,Kevin J. O'Connor,actor
God's Not Dead 2 ,Maria Canals-Barrera,actor
Gods of Egypt ,Bryan Brown,actor
Godsend ,Munro Chambers,actor
Godzilla 2000 ,Sakae Kimura,actor
Godzilla Resurgence ,Atsuko Maeda,actor
Godzilla Resurgence ,Atsuko Maeda,actor
Going the Distance ,Jim Gaffigan,actor
GoldenEye ,Tch?ky Karyo,actor
Goldfinger ,Lois Maxwell,actor
Gomorrah             ,Marco D'Amore,actor
Gone Girl ,Emily Ratajkowski,actor
Gone in Sixty Seconds ,Robert Duvall,actor
Gone with the Wind ,Thomas Mitchell,actor
"Gone, Baby, Gone             ",Paul 'Pauly D' DelVecchio,actor
Good ,Steven Mackintosh,actor
Good Boy! ,Kevin Nealon,actor
Good Bye Lenin! ,Burghart Klau?ner,actor
Good Deeds ,Jamie Kennedy,actor
Good Dick ,Jason Ritter,actor
Good Intentions ,Jon Gries,actor
Good Kill ,Stafford Douglas,actor
Good Luck Chuck ,Chelan Simmons,actor
"Good Morning, Vietnam ",Bruno Kirby,actor
"Good Night, and Good Luck. ",Alex Borstein,actor
Good Will Hunting ,Minnie Driver,actor
Goodfellas ,Paul Sorvino,actor
Goosebumps ,Ken Marino,actor
Goosebumps ,Ken Marino,actor
Gory Gory Hallelujah ,David Frederick White,actor
Gosford Park ,Tom Hollander,actor
Gossip ,Noam Jenkins,actor
Gothika ,Bernard Hill,actor
Grabbers ,Bronagh Gallagher,actor
Grace of Monaco ,Derek Jacobi,actor
Grace Unplugged ,Anthony Reynolds,actor
Gracie ,Carly Schroeder,actor
Graduation Day ,Vanna White,actor
Gran Torino ,Ahney Her,actor
Grand Theft Parsons ,Jim Cody Williams,actor
Grandma's Boy ,Shirley Jones,actor
Grave Encounters ,Ashleigh Gryzko,actor
Gravity ,Amy Warren,actor
Grease ,Sid Caesar,actor
Green Lantern ,Taika Waititi,actor
Green Room ,Joe Cole,actor
Green Street 3: Never Back Down ,Kacey Clarke,actor
Green Zone ,Igal Naor,actor
Gremlins ,Zach Galligan,actor
Gremlins 2: The New Batch ,Phoebe Cates,actor
Gridiron Gang ,Kevin Dunn,actor
Griff the Invisible ,Kelly Paterniti,actor
Grindhouse ,Zo? Bell,actor
Groove ,Denny Kirkwood,actor
Grosse Pointe Blank ,Mitchell Ryan,actor
Groundhog Day ,Willie Garson,actor
Growing Up Smith ,Tim Guinee,actor
Grown Ups ,Salma Hayek,actor
Grown Ups 2 ,Jon Lovitz,actor
Grudge Match ,Oscar Gale,actor
Guardians of the Galaxy ,Djimon Hounsou,actor
Guess Who ,Sherri Shepherd,actor
Guiana 1838 ,Aasheekaa Bathija,actor
Gulliver's Travels ,Olly Alexander,actor
Gun Shy ,Mitch Pileggi,actor
Gunless ,Dustin Milligan,actor
H. ,Rebecca Dayan,actor
Hachi: A Dog's Tale ,Joan Allen,actor
Hackers ,Lorraine Bracco,actor
"Hail, Caesar! ",Alden Ehrenreich,actor
Hairspray ,Paul Dooley,actor
Half Baked ,Clarence Williams III,actor
Half Nelson ,Jeff Lima,actor
Half Past Dead ,Tony Plana,actor
Hall Pass ,Stephen Merchant,actor
Halloween ,P.J. Soles,actor
Halloween ,P.J. Soles,actor
Halloween ,P.J. Soles,actor
Halloween 4: The Return of Michael Myers ,Ellie Cornell,actor
Halloween 5 ,Troy Evans,actor
Halloween II ,Margot Kidder,actor
Halloween II ,Margot Kidder,actor
Halloween III: Season of the Witch ,Nancy Kyes,actor
Halloween: Resurrection ,Bianca Kajlich,actor
Halloween: The Curse of Michael Myers ,Mitchell Ryan,actor
Hamlet ,Richard Briers,actor
Hamlet ,Richard Briers,actor
Hamlet 2 ,David Arquette,actor
Hancock ,Eddie Marsan,actor
Hands of Stone ,Edgar Ram?rez,actor
Hang 'Em High ,Alan Hale Jr.,actor
Hanging Up ,Jesse James,actor
Hanna ,John Macmillan,actor
Hannah Montana: The Movie ,Moises Arias,actor
Hannibal             ,Hettienne Park,actor
Hannibal Rising ,Richard Brake,actor
Hansel & Gretel Get Baked ,Lochlyn Munro,actor
Hansel & Gretel: Witch Hunters ,Ingrid Bols? Berdal,actor
Happily N'Ever After ,Rob Paulsen,actor
Happiness ,Dylan Baker,actor
Happy Christmas ,Mark Webber,actor
Happy Feet ,Elizabeth Daily,actor
Happy Feet 2 ,Common,actor
Happy Gilmore ,Frances Bay,actor
Happy Valley             ,Sarah Lancashire,actor
"Happy, Texas ",Jeremy Northam,actor
Hard Candy ,Patrick Wilson,actor
Hard Rain ,Randy Quaid,actor
Hard to Be a God ,Valentin Golubenko,actor
Hardball ,DeWayne Warren,actor
Hardflip ,Raquel Elizabeth Ames,actor
Harley Davidson and the Marlboro Man ,Don Johnson,actor
Harlock: Space Pirate ,Haruma Miura,actor
Harold & Kumar Escape from Guantanamo Bay ,Beverly D'Angelo,actor
Harold & Kumar Go to White Castle ,Paula Garc?s,actor
Harper ,Shelley Winters,actor
Harriet the Spy ,Charlotte Sullivan,actor
Harrison Montgomery ,Diane Baker,actor
Harry Brown ,Sean Harris,actor
Harry Potter and the Chamber of Secrets ,Emma Watson,actor
Harry Potter and the Deathly Hallows: Part I ,Alfred Enoch,actor
Harry Potter and the Deathly Hallows: Part II ,Ralph Ineson,actor
Harry Potter and the Goblet of Fire ,Rupert Grint,actor
Harry Potter and the Half-Blood Prince ,Rupert Grint,actor
Harry Potter and the Order of the Phoenix ,Fiona Shaw,actor
Harry Potter and the Prisoner of Azkaban ,Rupert Grint,actor
Harry Potter and the Sorcerer's Stone ,Verne Troyer,actor
Harsh Times ,Noel Gugliemi,actor
Hart's War ,Rory Cochrane,actor
Harvard Man ,Joey Lauren Adams,actor
Hatchet ,Joel Murray,actor
Hav Plenty ,Chenoa Maxwell,actor
Hayride ,Corlandos Scott,actor
Haywire ,Michael Angarano,actor
He Got Game ,Rosario Dawson,actor
Head of State ,Tracy Morgan,actor
Head Over Heels ,China Chow,actor
Headhunters ,Julie R. ?lgaard,actor
Heartbeeps ,Christopher Guest,actor
Heartbreakers ,Jeffrey Jones,actor
Hearts in Atlantis ,Hope Davis,actor
Heaven Is for Real ,Rob Moran,actor
Heavenly Creatures ,Liz Mullane,actor
Heaven's Gate ,Isabelle Huppert,actor
Heavy Metal ,Don Francks,actor
Hedwig and the Angry Inch ,Andrea Martin,actor
Heist ,D.B. Sweeney,actor
Heist ,D.B. Sweeney,actor
Held Up ,Jake Busey,actor
Heli ,Gabriel Reyes,actor
Hellboy ,Brian Steele,actor
Hellboy II: The Golden Army ,Brian Steele,actor
Hellraiser ,Clare Higgins,actor
Hell's Angels ,James Hall,actor
Henry & Me ,Danny Aiello,actor
Henry V ,Danny Webb,actor
Her ,Matt Letscher,actor
Her Cry: La Llorona Investigation ,Parker Riggs,actor
Herbie Fully Loaded ,Cheryl Hines,actor
Hercules ,Ingrid Bols? Berdal,actor
Hercules ,Ingrid Bols? Berdal,actor
Here Comes the Boom ,Charice,actor
Here on Earth ,Elaine Hendrix,actor
Hereafter ,C?cile De France,actor
Hero ,Maggie Cheung,actor
Hero ,Maggie Cheung,actor
Heroes             ,Greg Grunberg,actor
Heroes of Dirt ,Lia Tucker,actor
He's Just Not That Into You ,Sachiko Ishida,actor
Hesher ,Rainn Wilson,actor
Hey Arnold! The Movie ,Paul Sorvino,actor
Hidalgo ,Peter Mensah,actor
Hidden Away ,Joseba Ugalde,actor
Hide and Seek ,Robert John Burke,actor
High Anxiety ,Dick Van Patten,actor
High Crimes ,Bruce Davison,actor
High Fidelity ,Lisa Bonet,actor
High Heels and Low Lifes ,Mary McCormack,actor
High Noon ,Lon Chaney Jr.,actor
High Plains Drifter ,John Hillerman,actor
High Road ,Abby Elliott,actor
High School Musical ,Olesya Rulin,actor
High School Musical 2 ,Olesya Rulin,actor
High School Musical 3: Senior Year ,Corbin Bleu,actor
High Tension ,Oana Pellea,actor
Higher Ground ,Michael Chernus,actor
Highlander ,Celia Imrie,actor
Highlander: Endgame ,Adam Copeland,actor
Highlander: The Final Dimension ,Mario Van Peebles,actor
Highway ,Mark Rolston,actor
History of the World: Part I ,Dom DeLuise,actor
History of the World: Part I ,Dom DeLuise,actor
Hit and Run ,Beau Bridges,actor
Hit the Floor             ,Logan Browning,actor
Hitch ,Kevin Sussman,actor
Hitman ,Ulrich Thomsen,actor
Hits ,Amy Sedaris,actor
Hobo with a Shotgun ,Molly Dunsworth,actor
Hocus Pocus ,Larry Bagby,actor
Hoffa ,Paul Guilfoyle,actor
Holes ,Ski Carr,actor
Hollow Man ,Joey Slotnick,actor
Hollywood Ending ,Treat Williams,actor
Hollywood Homicide ,Lena Olin,actor
Hollywood Shuffle ,Helen Martin,actor
Holy Man ,Eric McCormack,actor
Holy Motors ,Denis Lavant,actor
Home ,April Winchell,actor
Home ,April Winchell,actor
Home ,April Winchell,actor
Home Alone ,Catherine O'Hara,actor
Home Alone 2: Lost in New York ,Devin Ratray,actor
Home for the Holidays ,Steve Guttenberg,actor
Home Fries ,Shelley Duvall,actor
Home Movies             ,Melissa Bardin Galsky,actor
Home on the Range ,G.W. Bailey,actor
Home Run ,Scott Elrod,actor
Homefront ,Frank Grillo,actor
Honey ,Romeo Miller,actor
Hoodwinked Too! Hood vs. Evil ,Cheech Marin,actor
Hoodwinked! ,Jim Belushi,actor
Hook ,Bob Hoskins,actor
Hoop Dreams ,Isiah Thomas,actor
Hoot ,Tim Blake Nelson,actor
Hop ,Chelsea Handler,actor
Hope Floats ,Gena Rowlands,actor
Hope Springs ,Jean Smart,actor
Horrible Bosses ,Reginald Ballard,actor
Horrible Bosses 2 ,Lindsay Sloane,actor
Horse Camp ,Annelyse Ahmad,actor
Hostage ,Ransford Doherty,actor
Hostel ,Rick Hoffman,actor
Hostel: Part II ,Stanislav Ianevski,actor
Hot Fuzz ,Billie Whitelaw,actor
Hot Pursuit ,Michael Mosley,actor
Hot Rod ,Chris Parnell,actor
Hot Tub Time Machine ,Crystal Lowe,actor
Hot Tub Time Machine 2 ,Collette Wolfe,actor
Hotel for Dogs ,Yvette Nicole Brown,actor
Hotel Rwanda ,Hakeem Kae-Kazim,actor
Hotel Transylvania ,Jon Lovitz,actor
Hotel Transylvania 2 ,Fran Drescher,actor
House at the End of the Drive ,Angela Jones,actor
House at the End of the Street ,Gil Bellows,actor
House of 1000 Corpses ,Erin Daniels,actor
House of D ,Frank Langella,actor
House of Flying Daggers ,Zhengyong Zhang,actor
House of Sand ,Fernanda Torres,actor
House of Sand and Fog ,Ron Eldard,actor
House of Wax ,Brian Van Holt,actor
House of Wax ,Brian Van Holt,actor
House on Haunted Hill ,Bridgette Wilson-Sampras,actor
House Party 2 ,Helen Martin,actor
Housebound ,Cameron Rhodes,actor
Housefull ,Riteish Deshmukh,actor
How Do You Know ,Teyonah Parris,actor
How Green Was My Valley ,Barry Fitzgerald,actor
How High ,T.J. Thyne,actor
How She Move ,Conrad Coates,actor
How Stella Got Her Groove Back ,Barry Shabaka Henley,actor
How the Grinch Stole Christmas ,Molly Shannon,actor
How to Be a Player ,Lark Voorhies,actor
How to Be Single ,Nicholas Braun,actor
How to Deal ,Trent Ford,actor
How to Fall in Love ,Brooke D'Orsay,actor
How to Lose a Guy in 10 Days ,Thomas Lennon,actor
How to Lose Friends & Alienate People ,Fenella Woolgar,actor
How to Train Your Dragon ,Craig Ferguson,actor
How to Train Your Dragon 2 ,America Ferrera,actor
Howard the Duck ,Jordan Prentice,actor
Howards End ,Samuel West,actor
Howl's Moving Castle ,Jean Simmons,actor
Hud ,Whit Bissell,actor
Hudson Hawk ,Richard E. Grant,actor
Hugo ,Ray Winstone,actor
Hulk ,Celia Weston,actor
Hum To Mohabbat Karega ,Shakti Kapoor,actor
Human Traffic ,Shaun Parkes,actor
Hurricane Streets ,Lynn Cohen,actor
Hustle & Flow ,Elise Neal,actor
I Am Legend ,Willow Smith,actor
I Am Love ,Alba Rohrwacher,actor
I Am Number Four ,Reuben Langdon,actor
I Am Sam ,Richard Schiff,actor
I Am Wrath ,Amanda Schull,actor
I Can Do Bad All by Myself ,Hope Olaide Wilson,actor
I Come with the Rain ,Shawn Yue,actor
I Don't Know How She Does It ,Jessica Szohr,actor
I Dreamed of Africa ,Vincent Perez,actor
I Got the Hook Up ,Anthony Johnson,actor
I Heart Huckabees ,Isabelle Huppert,actor
I Hope They Serve Beer in Hell ,Derek Wayne Johnson,actor
I Know What You Did Last Summer ,Anne Heche,actor
I Love You Phillip Morris ,Annie Golden,actor
"I Love You, Beth Cooper ",Shawn Roberts,actor
"I Love You, Don't Touch Me! ",Tim DeZarn,actor
"I Love You, Man ",Jane Curtin,actor
I Love Your Work ,Nicky Katt,actor
I Married a Strange Person! ,Richard Spore,actor
I Origins ,Venida Evans,actor
I Served the King of England ,Milan Lasica,actor
I Spit on Your Grave ,Daniel Franzese,actor
I Spy ,Tate Taylor,actor
I Still Know What You Did Last Summer ,Bill Cobbs,actor
I Think I Love My Wife ,Wendell Pierce,actor
I Want Someone to Eat Cheese With ,Joey Slotnick,actor
I Want Your Money ,Mike Huckabee,actor
"I, Frankenstein ",Miranda Otto,actor
"I, Robot ",Chi McBride,actor
Ice Age ,Denis Leary,actor
Ice Age: Continental Drift ,Drake,actor
Ice Age: Dawn of the Dinosaurs ,Kelly Keaton,actor
Ice Age: The Meltdown ,Jay Leno,actor
Ice Princess ,Amy Stewart,actor
Ida ,Agata Kulesza,actor
Identity ,Jake Busey,actor
Identity Thief ,T.I.,actor
Idiocracy ,David Herman,actor
Idle Hands ,Elden Henson,actor
Idlewild ,Bobb'e J. Thompson,actor
If I Stay ,Stacy Keach,actor
Igby Goes Down ,Bill Irwin,actor
Iguana ,Fabio Testi,actor
Illuminata ,George DiCenzo,actor
I'm Not There. ,Tyrone Benskin,actor
Imaginary Heroes ,Larry Fessenden,actor
Imagine Me & You ,Darren Boyd,actor
Imagine That ,Richard Schiff,actor
Immortals ,Steve Byers,actor
Impact Point ,Linden Ashby,actor
Impostor ,Tim Guinee,actor
In & Out ,Lauren Ambrose,actor
In Bruges ,Eric Godon,actor
In Cold Blood ,Will Geer,actor
In Dreams ,Paul Guilfoyle,actor
In Good Company ,Dennis Quaid,actor
In Her Line of Fire ,Jesse Hutch,actor
In the Bedroom ,Karen Allen,actor
In the Company of Men ,Jason Dixie,actor
In the Cut ,Susan Gardner,actor
In the Heart of the Sea ,Frank Dillane,actor
In the Heat of the Night             ,Crystal R. Fox,actor
In the Land of Blood and Honey ,Branko Djuric,actor
In the Land of Women ,Dustin Milligan,actor
In the Name of the King: A Dungeon Siege Tale ,Tania Saulnier,actor
In the Name of the King: The Last Job ,Ralitsa Paskaleva,actor
In the Shadow of the Moon ,Neil Armstrong,actor
In the Valley of Elah ,Barry Corbin,actor
In Time ,Justin Timberlake,actor
In Too Deep ,Nia Long,actor
Incendies ,Ahmad Massad,actor
Inception ,Joseph Gordon-Levitt,actor
Inchon ,Jacqueline Bisset,actor
Incident at Loch Ness ,John Bailey,actor
Independence Day ,Mary McDonnell,actor
Independence Day: Resurgence ,Judd Hirsch,actor
Independence Daysaster ,Nicholas Carella,actor
Indiana Jones and the Kingdom of the Crystal Skull ,Jim Broadbent,actor
Indiana Jones and the Last Crusade ,Alison Doody,actor
Indiana Jones and the Temple of Doom ,Kate Capshaw,actor
Indie Game: The Movie ,Phil Fish,actor
Indignation ,Tracy Letts,actor
Inescapable ,Fadia Nadda,actor
Infamous ,Hope Davis,actor
Inglourious Basterds ,Christoph Waltz,actor
Inherent Vice ,Serena Scott Thomas,actor
Ink ,Jessica Duffy,actor
Inkheart ,Jamie Foreman,actor
Inside Deep Throat ,Linda Lovelace,actor
Inside Job ,Barney Frank,actor
Inside Llewyn Davis ,Alex Karpovsky,actor
Inside Man ,Peter Gerety,actor
Inside Out ,Phyllis Smith,actor
Insidious ,Philip Friedman,actor
Insidious: Chapter 2 ,Leigh Whannell,actor
Insidious: Chapter 3 ,Leigh Whannell,actor
Insomnia ,Crystal Lowe,actor
Insomnia Manica ,Chin-Chien Chang,actor
Inspector Gadget ,Rupert Everett,actor
